(internal) id,(source) id,pubmed id,keywords,abstract,title,journal,authors,tags,consensus,labeled_at,lukas.birkenmaier@gesis.org,labeled_at,general notes (lukas.birkenmaier@gesis.org),population notes (lukas.birkenmaier@gesis.org),intervention/comparator notes (lukas.birkenmaier@gesis.org),outcome notes (lukas.birkenmaier@gesis.org)
33937381,306,WOS:000368702100005,,"Using evidence from an original survey experiment among 3,032 Chinese student immigrants in the United States, I examine how exposure to Western media changes their evaluations of the Chinese government's performance and their trust in official discourse. My findings suggest that reading Western reports on China shifts immigrants' perceptions of government performance in different directions, depending on how similar reports are censored in Chinese media. On issues that are strictly censored, immigrants exposed to Western reports became more critical of their home government's performance and decreased their trust in official discourse. Conversely, on issues that are relatively open to independent reporting, immigrants did not become more critical of government performance, and their trust in official discourse maintained after being exposed to Western information.
",Western Media Exposure and Chinese Immigrants' Political Perceptions,Polit. Commun.,,,o,,-1,27/06/2022 09:31,,,,
33937382,228,WOS:000684003600007,,"Socialization is a key mechanism of social reproduction. Yet, like the functionalists who introduced the concept, socialization has fallen out of favor, critiqued for ignoring power and agency, for its teleology and incoherence, and for a misguided link to 'culture of poverty' arguments. In this review, we argue for a renewed, postfunctionalist use of socialization. We review the concept's history, its high point under Parsons, the reasons for its demise, its continued use in some subfields (e.g., gender, race and ethnicity, education), and alternative concepts used to explain social reproduction. We then suggest that something is lost when socialization is avoided or isolated in particular subfields. Without socialization, conceptions of social reproduction face problems of history, power, and transferability. We close by outlining a postfunctionalist agenda for socialization research, providing a framework for a new theory of socialization, one that builds off of cognitive science, pragmatism, the study of language, the reinterrogation of values, and the development of ideology in political socialization.
",Whatever Happened to Socialization?,Annu. Rev. Sociol.,,,o,,-1,27/06/2022 09:31,,,,
33937383,22,WOS:000719800100001,,"Dictionary-based approaches to computational text analysis have been shown to perform relatively poorly, particularly when the dictionaries rely on simple bags of words, are not specified for the domain under study, and add word scores without weighting. While machine learning approaches usually perform better, they offer little insight into (a) which of the assumptions underlying dictionary approaches (bag-of-words, domain transferability, or additivity) impedes performance most, and (b) which language features drive the algorithmic classification most strongly. To fill both gaps, we offer a systematic assumption-based error analysis, using the integrative complexity of social media comments as our case in point. We show that attacking the additivity assumption offers the strongest potential for improving dictionary performance. We also propose to combine off-the-shelf dictionaries with supervised 'glass box' machine learning algorithms (as opposed to the usual 'black box' machine learning approaches) to classify texts and learn about the most important features for classification. This dictionary-plus-supervised-learning approach performs similarly well as classic full-text machine learning or deep learning approaches, but yields interpretable results in addition, which can inform theory development on top of enabling a valid classification.
",Enhancing Theory-Informed Dictionary Approaches with 'Glass-box' Machine Learning: The Case of Integrative Complexity in Social Media Comments,Commun. Methods Meas.,,,o,,1,27/06/2022 09:31,,,,
33937384,13,WOS:000504568700008,,"Saudi Arabia has imprisoned and tortured activists, religious leaders, and journalists for voicing dissent online. This reflects a growing worldwide trend in the use of physical repression to censor online speech. In this paper, we systematically examine the consequences of imprisoning well-known Saudis for online dissent by analyzing over 300 million tweets as well as detailed Google search data from 2010 to 2017 using automated text analysis and crowd-sourced human evaluation of content. We find that repression deterred imprisoned Saudis from continuing to dissent online. However, it did not suppress dissent overall. Twitter followers of the imprisoned Saudis engaged in more online dissent, including criticizing the ruling family and calling for regime change. Repression drew public attention to arrested Saudis and their causes, and other prominent figures in Saudi Arabia were not deterred by the repression of their peers and continued to dissent online.
",How Saudi Crackdowns Fail to Silence Online Dissent,Am. Polit. Sci. Rev.,,,o,,1,27/06/2022 09:31,,,,
33937385,131,WOS:000438901400004,,"Moving beyond the dominant bag-of-words approach to sentiment analysis we introduce an alternative procedure based on distributed word embeddings. The strength of word embeddings is the ability to capture similarities in word meaning. We use word embeddings as part of a supervised machine learning procedure which estimates levels of negativity in parliamentary speeches. The procedure's accuracy is evaluated with crowdcoded training sentences; its external validity through a study of patterns of negativity in Austrian parliamentary speeches. The results show the potential of the word embeddings approach for sentiment analysis in the social sciences.
",More than Bags of Words: Sentiment Analysis with Word Embeddings,Commun. Methods Meas.,,,o,,1,27/06/2022 09:32,,,,
33937386,216,WOS:000670793300004,,"This article contributes to studies of race and class in English Language Teaching (ELT) by examining the local production of meanings in pedagogical encounters mediated by global textbooks, focusing on racialized occupational hierarchies in Brazil. We seek to locate these meanings in the interpretative frames provided by the experiences of two Black, first-generation university students, which we connect to dehumanizing histories of labor relations and narrow textbook representations. The findings suggest that Brazilian ELT, through its reliance on global textbooks, presents interactional scenarios that are often the site of racial humiliation. Following Grosfoguel and Sousa Santos' conceptualization of racial oppression, we identify racialized orders of being as an analytical category that allows for connections to be made between political economy and language education, including as part of anti-racist pedagogical efforts.
",The Nexus of Race and Class in ELT: From Interaction Orders to Orders of Being,Appl. Lingusit,,,o,,-1,27/06/2022 09:32,,,,
33937387,91,WOS:000482350900002,,"Content analysis of large-scale textual data sets poses myriad problems, particularly when researchers seek to analyze content that is both theoretically derived and context dependent. In this piece, we detail the approach we developed to tackle the analysis of the context-dependent content of political incivility. After describing our manually validated organic dictionaries approach, we compare the method to others we could have used and then replicate the method in a different-but still context-dependent-project examining political issue content on social media. We conclude by summarizing the strengths and weaknesses of the approach and offering suggestions for future research that can refine and expand the method.
",(Re)Claiming Our Expertise: Parsing Large Text Corpora With Manually Validated and Organic Dictionaries,Polit. Commun.,,,o,,-1,27/06/2022 09:32,,,,
33937388,315,WOS:000793957500001,,"Previous studies of translanguaging in educational contexts indicate that translanguaging practices have the potential to generate a decolonial, emancipatory process for language-minoritized students. However, these insights are mainly based on studies of minoritized learners of English as a second language. Drawing on a one-year ethnographic study conducted in six Palestinian schools in Northern Israel, the present study investigated the effects of translanguaging in a conflict-ridden context, where both the teachers and the learners are minoritized and English is learned as a foreign language. Drawing upon concept of implicit censorship and linguistic citizenship, we propose colonized education as a framework for understanding the tensions between translanguaging, as a decolonial pedagogy, and English language learning. Our findings suggest that while translanguaging may indeed have a liberatory force, it could also, at the same time, take an emotional-pedagogic toll that may hinder language learning rather than support it. In contrast, critical discussions of issues that are politically and emotionally laden may be highly effective, even when conducted in the target language.
",Translanguaging in a Context of Colonized Education: The Case of EFL Classrooms for Arabic Speakers in Israel,Appl. Lingusit,,,o,,-1,27/06/2022 09:33,,,,
33937389,448,WOS:000411378600003,,"Crowdsourcing platforms are commonly used for research in the humanities, social sciences and informatics, including the use of crowdworkers to annotate textual material or visuals. Utilizing two empirical studies, this article systematically assesses the potential of crowdcoding for lessmanifest contents of news texts, here focusing on political actor evaluations. Specifically, Study 1 compares the reliability and validity of crowdcoded data to that of manual content analyses; Study 2 proceeds to investigate the effects of material presentation, different types of coding instructions and answer option formats on data quality. We find that the performance of the crowd recommends crowdcoded data as a reliable and valid alternative to manually coded data, also for less manifest contents. While scale manipulations affected the results, minor modifications of the coding instructions or material presentation did not significantly influence data quality. In sum, crowdcoding appears a robust instrument to collect quantitative content data.
",Content Analysis by the Crowd: Assessing the Usability of Crowdsourcing for Coding Latent Constructs,Commun. Methods Meas.,,,o,,1,27/06/2022 09:33,,,,
33937390,424,WOS:000427075900005,,"Children's whining is identified in extracts of video-recorded social interaction at home with siblings, parents, and other family. Whining is primarily a vernacular category, but it can be identified in terms of a set of phonetic features including pitch movement, loudness and nasality, and contrasted with crying. We focus on the uses and consequences of whining, in and for social interaction. Rather than identifying and attributing experiential causes or correlates of whining, we examine what children do with it, how it is occasioned, and how others, mostly parents, respond to it. Whining performs actions such as objecting to transgressions and thwarted goals and making complaints. Parental reactions include one or more of: stance inversion, which is the adoption of a contrasting tone in next turn; formulations of the offending circumstances; orientations to remedying the problem; and rejection of the whine's basis, including dispositional formulations of the child's whining (e.g., being grumpy) and accounts for not complying with a called-for remedy. Data are in English.
",Children's Whining in Family Interaction,Res. Lang. Soc. Interact.,,,o,,-1,27/06/2022 09:33,,,,
33937391,332,WOS:000789186800001,,"Active engagement in interactions is crucial for the development of identity, social competence, and cognitive abilities. For children with severe speech impairment (SSI) who have little or no intelligible speech, active participation in conversations is challenging and can be critical for their social inclusion and participation. The present study investigated the conversational patterns emerging from interactions between children with SSI who use aided communication and typically speaking conversation partners (CPs) and explored whether active participation was different in interactions with different numbers of partners (dyadic versus multi-person interactions). An unusually large multilingual dataset was used (N = 85 conversations). This allowed us to systematically investigate discourse analysis measures indicating participation: the distribution of conversational control (initiations versus responses versus recodes) and summoning power (obliges versus comments). The findings suggest that (i) conversations were characterized by asymmetrical conversational patterns with CPs assuming most of the conversational control and (ii) multi-person interactions were noticeably more symmetric compared to dyadic, as children's active participation in multi-person interactions was significantly increased. Clinical implications and best practice recommendations are discussed.
",Conversation Patterns between Children with Severe Speech Impairment and their Conversation Partners in Dyadic and Multi-person Interactions,Appl. Lingusit,,,o,,-1,27/06/2022 09:33,,,,
33937392,340,WOS:000696440600001,,"The article analyzes the in-article referencing practices of right-wing alternative online news media. It distinguishes between a journalistic logic, in which referencing practices follow established journalistic ways of ensuring facticity and context, and a movement logic, in which references are used to obtain political, movement-oriented goals of dismissing opponents, supporting your allies, multiplying forces and building a community. Based on a manual quantitative content analysis of more than 4,500 references extracted from 1,000 randomly selected articles by 20 right-wing alternative news media from six countries (US, UK, Germany, Austria, Sweden, Denmark), the article shows that alternative news media predominantly follow a journalistic logic in their referencing practices, though at the expense of a limited originality of sources. Despite their anti-mainstream ambition, alternative news media frequently refer to mainstream media, but only rarely dismiss or re-frame content published by these media. The article discusses these practices as an expression of the hybrid nature of alternative news media situated at the boundary between journalism and political activism. Moreover, it addresses broader implications for the relationship between alternative and mainstream journalistic practice in the digital realm.
",Between Journalistic and Movement Logic: Disentangling Referencing Practices of Right-Wing Alternative Online News Media,Digit. Journal.,,,o,,-1,27/06/2022 09:34,,,,
33937393,387,WOS:000502043300008,,"This article interrogates the relationship between epistemic authority and journalistic technology through the perspective of mechanical objectivity-a belief in technological systems capable of rendering a particular output in a manner that overcomes the limits of human subjectivity. By treating journalistic objectivity not as a stable referent, but as a contextual one prone to shifts in practices and understandings over time, it foregrounds how changing technologies of recording, creating, and distributing news content affect how journalistic objectivity is understood. Following this perspective, two technological practices are examined: photojournalism and algorithms. The development of photojournalism led to the prizing of news images as objective representations produced by the camera to the diminishment of human judgment. Similarly, the various outputs produced by news algorithms are accompanied by an orientation toward computational objectivity in contrast to human subjectivity. Exploring these dynamics sheds light on the ongoing relationship between news technologies and discourses of journalistic objectivity in the face of digital innovations in the production and circulation of news.
","News Algorithms, Photojournalism and the Assumption of Mechanical Objectivity in Journalism",Digit. Journal.,,,o,,-1,27/06/2022 09:34,,,,
33937394,355,WOS:000684003600017,,"Studies of populism have shifted from substantive to discursive/performative and institutional perspectives in recent decades. This shift resolved some long-standing problems but insulated the analysis of populism from theoretical and methodological debates in the social sciences. Theoretical restrictions have gone hand in hand with geographical neglect: The near-exclusive focus on the United States, Europe, and Latin America reinforces the blind spots of these existing approaches. An integration of overlooked regions holds the potential for theoretical reconstruction, even though such comparative broadening could as well simply reproduce the persistent impasses. Moreover, post-2016 developments have induced a return to substantive issues, throwing into sharp relief what populism studies have been missing during the past decades. The main challenge today is synthesizing socioeconomic analyses with institutionalist and discourse-theoretical advances without falling into eclecticism. Breaking away from the entrenched regional orientations to embrace a more global-historical methodology could help such an endeavor.
",Populism Studies: The Case for Theoretical and Comparative Reconstruction,Annu. Rev. Sociol.,,,o,,-1,27/06/2022 09:34,,,,
33937395,147,WOS:000741760600001,,"We introduce and assess the use of supervised learning in cross-domain topic classification. In this approach, an algorithm learns to classify topics in a labeled source corpus and then extrapolates topics in an unlabeled target corpus from another domain. The ability to use existing training data makes this method significantly more efficient than within-domain supervised learning. It also has three advantages over unsupervised topic models: the method can be more specifically targeted to a research question and the resulting topics are easier to validate and interpret. We demonstrate the method using the case of labeled party platforms (source corpus) and unlabeled parliamentary speeches (target corpus). In addition to the standard within-domain error metrics, we further validate the cross-domain performance by labeling a subset of target-corpus documents. We find that the classifier accurately assigns topics in the parliamentary speeches, although accuracy varies substantially by topic. We also propose tools diagnosing cross-domain classification. To illustrate the usefulness of the method, we present two case studies on how electoral rules and the gender of parliamentarians influence the choice of speech topics.
",Cross-Domain Topic Classification for Political Texts,Polit. Anal.,,,o,,1,27/06/2022 09:34,,,,
33937396,267,WOS:000431955700008,,"This study examines how extraversion, a personality trait that signifies more or less positive affect, assertive behavior, decisive thinking, and desires for social engagement, influences chief executive officers' (CEOs') decisions and the ensuing strategic behavior of firms. Using a novel linguistic technique to assess personality from unscripted text spoken by 2,381 CEOs of S&P 1500 firms over ten years, we show that CEOs' extraversion influences the merger and acquisition (M&A) behavior of firms above and beyond other well-established personality traits. We find that extraverted CEOs are more likely to engage in acquisitions, and to conduct larger ones, than other CEOs and that these effects are partially explained by their higher representation on boards of other firms. Moreover, we find that the acquisitive nature of extraverted CEOs reveals itself particularly in so-called 'weaker'' situations, in which CEOs enjoy considerable discretion to behave in ways akin to their personality traits. Subsequent analyses show that extraverted CEOs are also more likely than other CEOs to succeed in M&As, as reflected by stronger abnormal returns following acquisition announcements.
",The Acquisitive Nature of Extraverted CEOs,Adm. Sci. Q.,,,o,,-1,27/06/2022 09:34,,,,
33937397,105,WOS:000418496100005,,"Based on research carried out over two years amongst groups of students from the United Kingdom, France, United States and Russia, this article explores how churnalism is not only having an impact on what people read but also on how they read it, with far-reaching consequences for what has traditionally been perceived as the news genre. Drawing on genre as a social action, we explore the ways in which churnalism is changing news consumption. New news genres are appearing in response to new social interactions that users repeatedly act out predominantly online. As users, we produce and consume texts which we refer to as 'news' in multiple situations which can be sorted into patterns. Our comparative analysis offers surprising insights into how these patterns form new news genres, characteristic of social media (many-to-many) instead of mass media (one-to-many). Genres should be studied not only through textual analysis but also through the prism of social reality and recurrent social actions, particularly now that users, rather than journalists, are taking a dominant role in identifying what constitutes news genres. Our perception of what defines news is determined by the changing ways in which we consume news.
",CHANGING NEWS GENRES AS A RESULT OF GLOBAL TECHNOLOGICAL DEVELOPMENTS New news genres,Digit. Journal.,,,o,,-1,27/06/2022 09:34,,,,
33937398,446,WOS:000418495000003,,"The emergence of blogging and citizen journalism has created challenges in defining the once-simple terms of 'journalist' and 'news media'. Internationally, courts, legislators and policy makers are developing new definitions that incorporate a broader understanding of journalism practice, as territories blur and shift across digital spaces. However, a lack of consensus has resulted in jurisdictional clashes, challenges to legislative amendments, appeals to higher courts, and confusion for regulators and practitioners alike. In Australia, recently legislated shield laws have resulted in different definitions across the country's various jurisdictions. In the United States, court cases relating to defamation and shield laws have been successfully appealed based on differing definitions of the role of a journalist. In New Zealand, a High Court judgement overturned a lower court decision, to find that a blogger could be viewed as a journalist. At the same time, courts internationally are developing policies and guidelines relating to live text-based communication from courts, which also requires them to determine who is permitted to text, tweet or blog from within courtroom. This paper examines how these courts, legislators and policy makers are grappling with the challenges of redefining 'journalist' and 'news media' while ultimately focusing on the objective of ensuring a free and democratic flow of information.
",WHO IS A JOURNALIST? Changing legal definitions in a de-territorialised media space,Digit. Journal.,,,o,,-1,27/06/2022 09:35,,,,
33937399,3,WOS:000614541400001,,"Sentiment is central to many studies of communication science, from negativity and polarization in political communication to analyzing product reviews and social media comments in other sub-fields. This study provides an exhaustive comparison of sentiment analysis methods, using a validation set of Dutch economic headlines to compare the performance of manual annotation, crowd coding, numerous dictionaries and machine learning using both traditional and deep learning algorithms. The three main conclusions of this article are that: (1) The best performance is still attained with trained human or crowd coding; (2) None of the used dictionaries come close to acceptable levels of validity; and (3) machine learning, especially deep learning, substantially outperforms dictionary-based methods but falls short of human performance. From these findings, we stress the importance of always validating automatic text analysis methods before usage. Moreover, we provide a recommended step-by-step approach for (automated) text analysis projects to ensure both efficiency and validity.
","The Validity of Sentiment Analysis:Comparing Manual Annotation, Crowd-Coding, Dictionary Approaches, and Machine Learning Algorithms",Commun. Methods Meas.,,,o,,1,27/06/2022 09:35,,,,
33937400,48,WOS:000354730900008,,"Recent advances in research tools for the systematic analysis of textual data are enabling exciting new research throughout the social sciences. For comparative politics, scholars who are often interested in non-English and possibly multilingual textual datasets, these advances may be difficult to access. This article discusses practical issues that arise in the processing, management, translation, and analysis of textual data with a particular focus on how procedures differ across languages. These procedures are combined in two applied examples of automated text analysis using the recently introduced Structural Topic Model. We also show how the model can be used to analyze data that have been translated into a single language via machine translation tools. All the methods we describe here are implemented in open-source software packages available from the authors.
",Computer-Assisted Text Analysis for Comparative Politics,Polit. Anal.,,,o,,1,27/06/2022 09:35,,,,
33937401,264,WOS:000448049000007,,"In the context of recent debates for and against the reality of 'long-term English learners (LTELs)' in US secondary schools, the diversity of these students' classroom experiences and opportunities to develop academically valued forms of English is often overlooked. This analysis draws upon a data from middle school classrooms in the South Atlantic region of the USA and focuses particularly on the classroom experiences of six 6th-grade students classified as 'English learners' who have been in US schools since kindergarten. We use a multiple case study approach (Stake 2006) to analyze qualitative classroom observations completed in 'mainstream' classrooms alongside teacher and student interviews to examine the extent to which classroom-based peer and teacher-student interactions offer opportunities for language acquisition/development. Varied patterns of engagement and interaction were found, but most students had relatively few substantive academic discussions with peers or teachers. The diversity of our six students' experiences, and of the language expertise they demonstrate, suggests that 'LTEL' obscures more than it elucidates regarding these students' academic and linguistic strengths and needs.
",Who Are 'Long-term English Learners'? Using Classroom Interactions to Deconstruct a Manufactured Learner Label,Appl. Lingusit,,,o,,-1,27/06/2022 09:35,,,,
33937402,196,WOS:000387225400005,,"Many news organizations provide online readers with an opportunity to comment on public issues in the news through a news-mediated forum for discourse. These spaces are provided by news organizations as part of a mission to provide a public space for discourse, but are governed by a commenting policy that establishes the rules for discourse and behavior. These rules can help to meet the ideals of public discourse or stand in the way of productive public deliberation. This study examines the commenting policies of 21 news corporations in the United States to see how the policies facilitate or inhibit the creation of a space for ideal public discourse. A constant comparative analysis of the policies guided by the ideals of Habermas' public sphere, as well as the expectations of civility norms, shows that news organizations establish rules to protect respectful and egalitarian spaces for the public, but fail to meet other critical needs of public discourse, including rationality, tolerance, reflexivity, and the pursuit of common understanding and solutions. The implications of these findings are further explored and possible objectives for news organizations are provided.
",PURSUING THE IDEAL How news website commenting policies structure public discourse,Digit. Journal.,,,o,,-1,27/06/2022 09:36,,,,
33937403,461,WOS:000383442400007,,"Our analysis proceeds from the question that if grammar alone is insufficient to identify the action of an imperative (e.g., offering, directing, warning, begging, etc.), how can interlocutors come to recognize the specific action being performed by a given imperative? We argue that imperative directives that occur after the directed action could have first been relevantly performed explicitly to direct the actions of the recipient and tacitly treat the absence of the action as a failure for which the recipient is accountable. The tacit nature of the accountability orientation enables both parties to focus on restoring progressivity to the directed course of action rather than topicalizing a transgression. Data are from everyday interactions in British and American English.
",Imperative Directives: Orientations to Accountability,Res. Lang. Soc. Interact.,,,o,,-1,27/06/2022 09:36,,,,
33937404,107,WOS:000668764500001,,"This study examines the growing journalistic practice of embedding full tweets in online political news coverage. Against the background of a hybrid media system, we pursue three research goals. First, we evaluate the scope of the Twitter-in-the-news phenomenon relative to news coverage as a whole. Second, we examine the functions of embedded tweets. Third, we identify characteristics that increase the likelihood that tweets will be selected for publication in a news article. We combine computational methods with a manual content analysis and analyze political news coverage of one month outside election periods in four German online news outlets. Our results show that embedding tweets in the news is not a niche phenomenon but has been established as a routine journalistic practice to a moderate extent. In the majority of news articles, the function of tweets is to illustrate an argument or information provided in the text. Geographical proximity and - with some dependencies - the number of popularity cues increased the likelihood of a tweet to be picked up for reporting. The paper shows how transformation processes currently observed in journalism manifest themselves in reporting.
",Twitter in the News: An Analysis of Embedded Tweets in Political News Coverage,Digit. Journal.,,,o,,-1,27/06/2022 09:36,,,,
33937405,347,WOS:000648923000002,,"Linguistic ethnographers largely agree that engaging in self-reflexivity enables researchers to identify how their actions, subjectivities, and motivations influence research. In this article, I argue for a discourse-oriented ethnographic account as an alternative method for documenting and reporting such reflexivity. The overall goal of this article is to examine reflexive research practices in the study of tourism communication. Presenting illustrative cases, I closely analyze how the researcher's co-presence naturally opens up opportunities for some form of intervention in tourist-guide dyads. I show that researcher participation that is intended to resolve local interactional problems can have unintended consequences resulting in marginalization or exclusion of the key participants. The analysis shows that the researcher is not only the knowledge-maker in applied linguistics research but is also an object of analysis in the process. Overall, the study is intended to invite workplace researchers to reflect on whether and how much to participate, how their participation shapes researcher-participant relationships, how their relationship impacts data and knowledge claims, and how issues of balance and distance can be negotiated.
",Reflexivity in Applied Linguistics Research in the Tourism Workplace,Appl. Lingusit,,,o,,-1,27/06/2022 09:41,,,,
33937406,449,WOS:000404581100005,,"Recent analyses have argued that when requests for confirmation are implemented with declarative word order, they are closure-implicative due to the relatively knowing stance indexed with the declarative. This article demonstrates, however, that in some cases participants show an orientation to both confirmation and elaboration as a relevant next action. By comparing requests for confirmation that are closure-implicative to those that are expansion-implicative, it is argued that in addition to epistemic stance, participants also orient to the lexical design features and sequential placement of these declarative yes/no-type initiating actions to determine the relevant type of response. Data are in Dutch with English translations.
",Confirmation or Elaboration: What Do Yes/No Declaratives Want?,Res. Lang. Soc. Interact.,,,o,,-1,27/06/2022 09:41,,,,
33937407,102,WOS:000349781300002,,"Communicative complexity concerns the variety of issues and stakeholders (agenda complexity) and their associations (frame complexity) in the news. One issue may dominate news in crises (9/11, Katrina), but as soon as complexity recovers, uncertainty may decrease and the public mood may improve. The financial crisis in the United States, the United Kingdom, and Germany (2007-2012) offers an example. An automated content analysis was applied to over 160,000 newspaper articles. Frame complexity decreased until the spotlight fell on the demise of Bear Stearns and Lehman Brothers (2008). The subsequent gradual recovery was only partly interrupted by the euro crisis. A Vector AutoRegression time series analysis shows that increasing frame complexity may indeed have fostered the recovery of financial markets and consumer confidence.
","Frame Complexity and the Financial Crisis: A Comparison of the United States, the United Kingdom, and Germany in the Period 2007-2012",J. Commun.,,,o,,1,27/06/2022 09:41,,,,
33937408,388,WOS:000490979500002,,"This article proposes a definition of alternative news media and suggests routes for further research. It complements and extends previous conceptualizations in research on alternative media and outlines an umbrella definition of this phenomenon aimed to inspire contemporary research and scholarly debate. Previous research has been guided by a 'progressive' perspective as a form of resistance against 'bourgeois' hegemonic discourse. Such normative evaluations have in turn limited how the phenomenon has been studied empirically, by limiting the scope of research so that important contemporary phenomena fall outside the theoretical map. Conceptualizing alternative news media in the present hybrid and polarized media environment, we first propose a non-normative, multilevel relational definition: Alternative news media position themselves as correctives of the mainstream news media, as expressed in editorial agendas or statements and/or are perceived as such by their audiences or third-parties. This counter-hegemonic alternativeness can emerge on the macro-level of societal function, the meso-level of organizations and/or the micro-level of news content and producers. Second, demonstrating why this umbrella definition is fruitful in the changing media environment characterized by boundary struggles, crisis in legacy news media and mushrooming of alternative news outlets, we highlight research gaps and propose future research.
",Key Dimensions of Alternative News Media,Digit. Journal.,,,o,,-1,27/06/2022 09:41,,,,
33937409,398,WOS:000462735500008,,"Do judges telegraph their preferences during oral arguments? Using the U.S. Supreme Court as our example, we demonstrate that Justices implicitly reveal their leanings during oral arguments, even before arguments and deliberations have concluded. Specifically, we extract the emotional content of over 3,000 hours of audio recordings spanning 30 years of oral arguments before the Court. We then use the level of emotional arousal, as measured by vocal pitch, in each of the Justices' voices during these arguments to accurately predict many of their eventual votes on these cases. Our approach yields predictions that are statistically and practically significant and robust to including a range of controls; in turn, this suggests that subconscious vocal inflections carry information that legal, political, and textual information do not.
",Emotional Arousal Predicts Voting on the US Supreme Court,Polit. Anal.,,,o,,-1,27/06/2022 09:41,,,,
33937410,311,WOS:000357333200007,,"Does external monitoring improve democratic performance? Fact-checking has come to play an increasingly important role in political coverage in the United States, but some research suggests it may be ineffective at reducing public misperceptions about controversial issues. However, fact-checking might instead help improve political discourse by increasing the reputational costs or risks of spreading misinformation for political elites. To evaluate this deterrent hypothesis, we conducted a field experiment on a diverse group of state legislators from nine U.S. states in the months before the November 2012 election. In the experiment, a randomly assigned subset of state legislators was sent a series of letters about the risks to their reputation and electoral security if they were caught making questionable statements. The legislators who were sent these letters were substantially less likely to receive a negative fact-checking rating or to have their accuracy questioned publicly, suggesting that fact-checking can reduce inaccuracy when it poses a salient threat.
",The Effect of Fact-Checking on Elites: A Field Experiment on US State Legislators,Am. J. Polit. Sci.,,,o,,-1,27/06/2022 09:41,,,,
33937411,20,WOS:000366375400010,,,THE LANGUAGE OF SOCIAL MEDIA: IDENTITY AND COMMUNITY ON THE INTERNET,Appl. Lingusit,,,o,,-1,27/06/2022 09:42,,,,
33937412,104,WOS:000685724800001,,"The goal of this paper is to evaluate two methods for the topic modeling of multilingual document collections: (1) machine translation (MT), and (2) the coding of semantic concepts using a multilingual dictionary (MD) prior to topic modeling. We empirically assess the consequences of these approaches based on both a quantitative comparison of models and a qualitative validation of each method's potentials and weaknesses. Our case study uses two text collections (of tweets and news articles) in three languages (English, Hebrew, Arabic), covering the ongoing local conflicts between Israeli authorities, settlers, and Palestinian Bedouins in the West Bank. We find that both methods produce a large share of equivalent topics, especially in the context of fairly homogenous news discourse, yet show limited but systematic differences when applied to highly heterogenous social media discourse. While the MD model delivers a more nuanced picture of conflict-related topics, it misses several more peripheral topics, especially those unrelated to the dictionary's focus, which are picked up by the MT model. Our study is a first step toward instrument validation, indicating that both methods yield valid, comparable results, while method-specific differences remain.
",Machine Translation Vs. Multilingual Dictionaries Assessing Two Strategies for the Topic Modeling of Multilingual Text Collections,Commun. Methods Meas.,,,o,,1,27/06/2022 09:42,,,,
33937413,482,WOS:000353518100007,,"In the Social Contract, Rousseau declares that he has given up the idea of discussing the external relations of states. Yet numerous textsincluding a recently reconstituted work about the law of warshow that he thought very seriously about the question of the nature and origin of war and of the possibility of making war subject to the rule of law. Rousseau, in contrast to Hobbes, links war's appearance to that of the sovereign states; the state of war is therefore the necessary result of international relations. Moreover, he considers the international law as chimerical. How can he then conceive a non-utopian theory of just war? My hypothesis is that his conception of the law of war is deduced from principles of internal political law and arises from pragmatic necessity. The state that discredits itself in its manner of waging war weakens itself while believing that it is reinforcing itself.
",The Paradox of 'Just War' in Rousseau's Theory of Interstate Relations,Am. Polit. Sci. Rev.,,,o,,-1,27/06/2022 09:42,,,,
33937414,34,WOS:000387221400003,,"When analyzing digital journalism content, journalism scholars are confronted with a number of substantial differences compared to traditional journalistic content. The sheer amount of data and the unique features of digital content call for the application of valuable new techniques. Various other scholarly fields are already applying computational methods to study digital journalism data. Often, their research interests are closely related to those of journalism scholars. Despite the advantages that computational methods have over traditional content analysis methods, they are not commonplace in digital journalism studies. To increase awareness of what computational methods have to offer, we take stock of the toolkit and show the ways in which computational methods can aid journalism studies. Distinguishing between dictionary-based approaches, supervised machine learning, and unsupervised machine learning, we present a systematic inventory of recent applications both inside as well as outside journalism studies. We conclude with suggestions for how the application of new techniques can be encouraged.
",TAKING STOCK OF THE TOOLKIT An overview of relevant automated content analysis approaches and techniques for digital journalism scholars,Digit. Journal.,,,o,,-1,27/06/2022 09:42,,,,
33937415,479,WOS:000356841500010,,"While substantial scholarly attention has been paid to the beneficial consequences of transformational leadership and the conditions in which this leadership style is most effective, there is a remarkable shortage of research on the contextual antecedents of transformational leadership behavior itself. To address this gap, a laboratory experiment was conducted in which we tested the relationship between task complexity and the emergence of transformational leadership behavior. In this experiment, 111 participants were divided in groups of three (comprising one leader and two subordinates), and were instructed to solve three decision-making tasks with varying levels of task complexity. Results indicated that task complexity was negatively related to transformational leadership behavior, and that this relationship was partially mediated by the leader's state core self-evaluations. In other words, when leaders encounter tasks that are overwhelmingly complex, they act in less transformational ways because they momentarily lack the psychological resources to do so. Limitations and future research directions are discussed. (C) 2015 Elsevier Inc. All rights reserved.
",Task complexity and transformational leadership: The mediating role of leaders' state core self-evaluations,Leadersh. Q.,,,o,,-1,27/06/2022 09:42,,,,
