"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"B8D54W7T","journalArticle","2021","Osnabrügge, Moritz; Hobolt, Sara B.; Rodon, Toni","Playing to the Gallery: Emotive Rhetoric in Parliaments","American Political Science Review","","0003-0554, 1537-5943","10.1017/S0003055421000356","https://www.cambridge.org/core/product/identifier/S0003055421000356/type/journal_article","Research has shown that emotions matter in politics, but we know less about when and why politicians use emotive rhetoric in the legislative arena. This article argues that emotive rhetoric is one of the tools politicians can use strategically to appeal to voters. Consequently, we expect that legislators are more likely to use emotive rhetoric in debates that have a large general audience. Our analysis covers two million parliamentary speeches held in the UK House of Commons and the Irish Parliament. We use a dictionary-based method to measure emotive rhetoric, combining the Affective Norms for English Words dictionary with word-embedding techniques to create a domain-specific dictionary. We show that emotive rhetoric is more pronounced in high-profile legislative debates, such as Prime Minister’s Questions. These findings contribute to the study of legislative speech and political representation by suggesting that emotive rhetoric is used by legislators to appeal directly to voters.","2021-08","2022-07-04 14:49:16","2022-07-04 14:49:16","2022-07-04 14:48:57","885-899","","3","115","","Am Polit Sci Rev","Playing to the Gallery","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\FSL5QCZD\Osnabrügge et al. - 2021 - Playing to the Gallery Emotive Rhetoric in Parlia.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VPHSWBPR","journalArticle","2022","Di Cocco, Jessica; Monechi, Bernardo","How Populist are Parties? Measuring Degrees of Populism in Party Manifestos Using Supervised Machine Learning","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2021.29","https://www.cambridge.org/core/product/identifier/S1047198721000292/type/journal_article","Abstract             One of the main challenges in comparative studies on populism concerns its temporal and spatial measurements within and between a large number of parties and countries. Textual analysis has proved useful for these purposes, and automated methods can further improve research in this direction. Here, we propose a method to derive a score of parties’ levels of populism using supervised machine learning to perform textual analysis on national manifestos. We illustrate the advantages of our approach, which allows for measuring populism for a vast number of parties and countries without resource-intensive human-coding processes and provides accurate, updated information for temporal and spatial comparisons of populism. Furthermore, our method allows for obtaining a continuous score of populism, which ensures more fine-grained analyses of the party landscape while reducing the risk of arbitrary classifications. To illustrate the potential contribution of this score, we use it as a proxy for parties’ levels of populism, analyzing average trends in six European countries from the early 2000s for nearly two decades.","2022-07","2022-07-04 14:49:17","2022-07-04 14:49:17","2022-07-04 14:48:57","311-327","","3","30","","Polit. Anal.","How Populist are Parties?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\AEJX2I3S\Di Cocco and Monechi - 2022 - How Populist are Parties Measuring Degrees of Pop.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C87JXVCK","journalArticle","2019","Proksch, Sven-Oliver; Wratil, Christopher; Wäckerle, Jens","Testing the Validity of Automatic Speech Recognition for Political Text Analysis","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2018.62","https://www.cambridge.org/core/product/identifier/S1047198718000621/type/journal_article","The analysis of political texts from parliamentary speeches, party manifestos, social media, or press releases forms the basis of major and growing fields in political science, not least since advances in “text-as-data” methods have rendered the analysis of large text corpora straightforward. However, a lot of sources of political speech are not regularly transcribed, and their on-demand transcription by humans is prohibitively expensive for research purposes. This class includes political speech in certain legislatures, during political party conferences as well as television interviews and talk shows. We showcase how scholars can use automatic speech recognition systems to analyze such speech with quantitative text analysis models of the “bag-of-words” variety. To probe results for robustness to transcription error, we present an original “word error rate simulation” (WERSIM) procedure implemented in                                                                      $R$                                               . We demonstrate the potential of automatic speech recognition to address open questions in political science with two substantive applications and discuss its limitations and practical challenges.","2019-07","2022-07-04 14:49:18","2022-07-04 14:49:18","2022-07-04 14:48:59","339-359","","3","27","","Polit. Anal.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVEGHW9K","journalArticle","2019","Guess, Andrew; Munger, Kevin; Nagler, Jonathan; Tucker, Joshua","How Accurate Are Survey Responses on Social Media and Politics?","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2018.1504840","https://www.tandfonline.com/doi/full/10.1080/10584609.2018.1504840","","2019-04-03","2022-07-04 14:49:19","2022-07-04 14:49:19","2022-07-04 14:48:59","241-258","","2","36","","Political Communication","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEDZ9FC4","journalArticle","2022","Wang, Xiao; Yu, Yang","The impact of moral framing in the 2016 U.S. presidential debates on moral judgments and self-transcendent emotions in tweets","Journal of Information Technology & Politics","","1933-1681, 1933-169X","10.1080/19331681.2021.1977757","https://www.tandfonline.com/doi/full/10.1080/19331681.2021.1977757","","2022-07-03","2022-07-04 14:49:22","2022-07-04 14:49:22","2022-07-04 14:49:00","316-330","","3","19","","Journal of Information Technology & Politics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGNMIEQ4","journalArticle","2019","Fernandes, Jorge M.; Goplerud, Max; Won, Miguel","Legislative Bellwethers: The Role of Committee Membership in Parliamentary Debate","Legislative Studies Quarterly","","0362-9805, 1939-9162","10.1111/lsq.12226","https://onlinelibrary.wiley.com/doi/10.1111/lsq.12226","","2019-05","2022-07-04 14:49:23","2022-07-04 14:49:23","2022-07-04 14:49:00","307-343","","2","44","","Legislative Studies Quarterly","Legislative Bellwethers","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D6LITBRW","journalArticle","2021","Häussler, Thomas","Civil society, the media and the Internet: changing roles and challenging authorities in digital political communication ecologies","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2019.1697338","https://www.tandfonline.com/doi/full/10.1080/1369118X.2019.1697338","","2021-07-04","2022-07-04 14:49:24","2022-07-04 14:49:24","2022-07-04 14:49:01","1265-1282","","9","24","","Information, Communication & Society","Civil society, the media and the Internet","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\75H2NACV\Häussler - 2021 - Civil society, the media and the Internet changin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EUQ4SW45","journalArticle","2015","Iannelli, Laura; Giglietto, Fabio","Hybrid spaces of politics: the 2013 general elections in Italy, between talk shows and Twitter","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2015.1006658","http://www.tandfonline.com/doi/full/10.1080/1369118X.2015.1006658","","2015-09-02","2022-07-04 14:49:25","2022-07-04 14:49:25","2022-07-04 14:49:01","1006-1021","","9","18","","Information, Communication & Society","Hybrid spaces of politics","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQZABWGG","journalArticle","2020","Heiss, Raffael; Matthes, Jörg","Stuck in a Nativist Spiral: Content, Selection, and Effects of Right-Wing Populists’ Communication on Facebook","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2019.1661890","https://www.tandfonline.com/doi/full/10.1080/10584609.2019.1661890","","2020-05-03","2022-07-04 14:49:26","2022-07-04 14:49:26","2022-07-04 14:49:03","303-328","","3","37","","Political Communication","Stuck in a Nativist Spiral","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\RWZ36PHG\Heiss and Matthes - 2020 - Stuck in a Nativist Spiral Content, Selection, an.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFZE6YU6","journalArticle","2021","Neumann, Markus; Linder, Fridolin; Desmarais, Bruce","Government websites as data: a methodological pipeline with application to the websites of municipalities in the United States","Journal of Information Technology & Politics","","1933-1681, 1933-169X","10.1080/19331681.2021.1999880","https://www.tandfonline.com/doi/full/10.1080/19331681.2021.1999880","","2021-11-24","2022-07-04 14:49:27","2022-07-04 14:49:27","2022-07-04 14:49:03","1-12","","","","","Journal of Information Technology & Politics","Government websites as data","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GGHHAZHS","journalArticle","2021","Yıldırım, Kerem; Baruh, Lemi; Çarkoğlu, Ali","Dynamics of Campaign Reporting and Press-Party Parallelism: Rise of Competitive Authoritarianism and the Media System in Turkey","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2020.1765913","https://www.tandfonline.com/doi/full/10.1080/10584609.2020.1765913","","2021-05-04","2022-07-04 14:49:29","2022-07-04 14:49:29","2022-07-04 14:49:03","326-349","","3","38","","Political Communication","Dynamics of Campaign Reporting and Press-Party Parallelism","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KM53DPPE","journalArticle","2018","Rossini, Patrícia; Stromer-Galley, Jennifer; Kenski, Kate; Hemsley, Jeff; Zhang, Feifei; Dobreski, Brian","The relationship between race competitiveness, standing in the polls, and social media communication strategies during the 2014 U.S. gubernatorial campaigns","Journal of Information Technology & Politics","","1933-1681, 1933-169X","10.1080/19331681.2018.1485606","https://www.tandfonline.com/doi/full/10.1080/19331681.2018.1485606","","2018-07-03","2022-07-04 14:49:30","2022-07-04 14:49:30","2022-07-04 14:49:03","245-261","","3","15","","Journal of Information Technology & Politics","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H4L6LNXT","journalArticle","2022","Rossiter, Erin L.","Measuring Agenda Setting in Interactive Political Communication","American Journal of Political Science","","0092-5853, 1540-5907","10.1111/ajps.12653","https://onlinelibrary.wiley.com/doi/10.1111/ajps.12653","","2022-04","2022-07-04 14:49:30","2022-07-04 14:49:30","2022-07-04 14:49:03","337-351","","2","66","","American J Political Sci","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3EZ9DPPB","journalArticle","2020","Ameli, Saied Reza; Molaei, Hamideh","Election Journalism: Investigating Media Bias on Telegram during the 2017 Presidential Election in Iran","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2020.1777881","https://www.tandfonline.com/doi/full/10.1080/21670811.2020.1777881","","2020-09-13","2022-07-04 14:49:31","2022-07-04 14:49:31","2022-07-04 14:49:03","975-991","","8","8","","Digital Journalism","Election Journalism","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JGDK2XMJ","journalArticle","2017","Bene, Marton","Go viral on the Facebook! Interactions between candidates and followers on Facebook during the Hungarian general election campaign of 2014","Information, Communication & Society","","1369-118X, 1468-4462","10.1080/1369118X.2016.1198411","https://www.tandfonline.com/doi/full/10.1080/1369118X.2016.1198411","","2017-04-03","2022-07-04 14:49:31","2022-07-04 14:49:31","2022-07-04 14:49:01","513-529","","4","20","","Information, Communication & Society","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGRHXV36","journalArticle","2022","Schürmann, Lennart; Stier, Sebastian","Who Represents the Constituency? Online Political Communication by Members of Parliament in the German Mixed‐Member Electoral System","Legislative Studies Quarterly","","0362-9805, 1939-9162","10.1111/lsq.12379","https://onlinelibrary.wiley.com/doi/10.1111/lsq.12379","","2022-03-09","2022-07-04 14:49:32","2022-07-04 14:49:32","2022-07-04 14:49:01","lsq.12379","","","","","Legislative Studies Qtrly","Who Represents the Constituency?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\922QH7HF\Schürmann and Stier - 2022 - Who Represents the Constituency Online Political .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EGDIN55N","journalArticle","2019","Proksch, Sven-Oliver; Lowe, Will; Wäckerle, Jens; Soroka, Stuart","Multilingual Sentiment Analysis: A New Approach to Measuring Conflict in Legislative Speeches: Multilingual Sentiment Analysis","Legislative Studies Quarterly","","03629805","10.1111/lsq.12218","https://onlinelibrary.wiley.com/doi/10.1111/lsq.12218","","2019-02","2022-07-04 14:49:32","2022-07-04 14:49:32","2022-07-04 14:49:00","97-131","","1","44","","Legislative Studies Quarterly","Multilingual Sentiment Analysis","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JV32TWK4","journalArticle","2017","Carlson, David; Montgomery, Jacob M.","A Pairwise Comparison Framework for Fast, Flexible, and Reliable Human Coding of Political Texts","American Political Science Review","","0003-0554, 1537-5943","10.1017/S0003055417000302","https://www.cambridge.org/core/product/identifier/S0003055417000302/type/journal_article","Scholars are increasingly utilizing online workforces to encode latent political concepts embedded in written or spoken records. In this letter, we build on past efforts by developing and validating a crowdsourced pairwise comparison framework for encoding political texts that combines the human ability to understand natural language with the ability of computers to aggregate data into reliable measures while ameliorating concerns about the biases and unreliability of non-expert human coders. We validate the method with advertisements for U.S. Senate candidates and with State Department reports on human rights. The framework we present is very general, and we provide free software to help applied researchers interact easily with online workforces to extract meaningful measures from texts.","2017-11","2022-07-04 14:49:33","2022-07-04 14:49:33","2022-07-04 14:48:59","835-843","","4","111","","Am Polit Sci Rev","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Y35599M","journalArticle","2017","Greene, Derek; Cross, James P.","Exploring the Political Agenda of the European Parliament Using a Dynamic Topic Modeling Approach","Political Analysis","","1047-1987, 1476-4989","10.1017/pan.2016.7","https://www.cambridge.org/core/product/identifier/S1047198716000073/type/journal_article","This study analyzes the political agenda of the European Parliament (EP) plenary, how it has evolved over time, and the manner in which Members of the European Parliament (MEPs) have reacted to external and internal stimuli when making plenary speeches. To unveil the plenary agenda and detect latent themes in legislative speeches over time, MEP speech content is analyzed using a new dynamic topic modeling method based on two layers of Non-negative Matrix Factorization (NMF). This method is applied to a new corpus of all English language legislative speeches in the EP plenary from the period 1999 to 2014. Our findings suggest that two-layer NMF is a valuable alternative to existing dynamic topic modeling approaches found in the literature, and can unveil niche topics and associated vocabularies not captured by existing methods. Substantively, our findings suggest that the political agenda of the EP evolves significantly over time and reacts to exogenous events such as EU Treaty referenda and the emergence of the Euro Crisis. MEP contributions to the plenary agenda are also found to be impacted upon by voting behavior and the committee structure of the Parliament.","2017-01","2022-07-04 14:49:33","2022-07-04 14:49:33","2022-07-04 14:48:59","77-94","","1","25","","Polit. Anal.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\USVE7AF4\Greene and Cross - 2017 - Exploring the Political Agenda of the European Par.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZNYQKF4W","journalArticle","2017","Beauchamp, Nicholas","Predicting and Interpolating State‐Level Polls Using Twitter Textual Data","American Journal of Political Science","","0092-5853, 1540-5907","10.1111/ajps.12274","https://onlinelibrary.wiley.com/doi/10.1111/ajps.12274","","2017-04","2022-07-04 14:49:34","2022-07-04 14:49:34","2022-07-04 14:48:59","490-503","","2","61","","American Journal of Political Science","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMU5MZNB","journalArticle","2022","Pipal, Christian; Song, Hyunjin; Boomgaarden, Hajo G.","If You Have Choices, Why Not Choose (and Share) All of Them? A Multiverse Approach to Understanding News Engagement on Social Media","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2022.2036623","https://www.tandfonline.com/doi/full/10.1080/21670811.2022.2036623","","2022-03-02","2022-07-04 14:49:34","2022-07-04 14:49:34","2022-07-04 14:48:59","1-21","","","","","Digital Journalism","If You Have Choices, Why Not Choose (and Share) All of Them?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\HYCF8JH7\Pipal et al. - 2022 - If You Have Choices, Why Not Choose (and Share) Al.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6I38C6U","journalArticle","2020","Müller, Stefan","Media Coverage of Campaign Promises Throughout the Electoral Cycle","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2020.1744779","https://www.tandfonline.com/doi/full/10.1080/10584609.2020.1744779","","2020-09-02","2022-07-04 14:49:35","2022-07-04 14:49:35","2022-07-04 14:48:56","696-718","","5","37","","Political Communication","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWYBABL2","journalArticle","2020","Esberg, Jane","Censorship as Reward: Evidence from Pop Culture Censorship in Chile","American Political Science Review","","0003-0554, 1537-5943","10.1017/S000305542000026X","https://www.cambridge.org/core/product/identifier/S000305542000026X/type/journal_article","Censorship has traditionally been understood as a way for dictators to silence opposition. By contrast, this article develops and tests the theory that certain forms of censorship—in particular, prohibitions on popular culture—serve not only to limit political information but also to reward dictators’ supporters. Using text analysis of all 8,000 films reviewed for distribution during Chile’s dictatorship, I demonstrate that rather than focusing only on sensitive political topics, censors banned movies containing content considered immoral. Through a combination of qualitative and quantitative evidence, I show that these patterns cannot be explained by masked political content, distributor self-censorship, or censor preferences. Instead, they reflect the regime’s use of censorship as a reward for supporters, particularly conservative Catholic groups. My findings suggest that even repressive measures can be used in part to maintain support for authoritarian regimes.","2020-08","2022-07-04 14:49:37","2022-07-04 14:49:37","2022-07-04 14:48:55","821-836","","3","114","","Am Polit Sci Rev","Censorship as Reward","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S9H3WDMG","journalArticle","2020","Song, Hyunjin; Tolochko, Petro; Eberl, Jakob-Moritz; Eisele, Olga; Greussing, Esther; Heidenreich, Tobias; Lind, Fabienne; Galyga, Sebastian; Boomgaarden, Hajo G.","In Validations We Trust? The Impact of Imperfect Human Annotations as a Gold Standard on the Quality of Validation of Automated Content Analysis","Political Communication","","1058-4609, 1091-7675","10.1080/10584609.2020.1723752","https://www.tandfonline.com/doi/full/10.1080/10584609.2020.1723752","","2020-07-03","2022-07-04 14:49:37","2022-07-04 14:49:37","2022-07-04 14:48:55","550-572","","4","37","","Political Communication","In Validations We Trust?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\birkenls\Zotero\storage\99BWZCXN\Song et al. - 2020 - In Validations We Trust The Impact of Imperfect H.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JH6K5VSY","journalArticle","2020","Rauchfleisch, Adrian; Vogler, Daniel; Eisenegger, Mark","Transnational News Sharing on Social Media: Measuring and Analysing Twitter News Media Repertoires of Domestic and Foreign Audience Communities","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2020.1835511","https://www.tandfonline.com/doi/full/10.1080/21670811.2020.1835511","","2020-10-20","2022-07-04 14:49:38","2022-07-04 14:49:38","2022-07-04 14:48:55","1206-1230","","9","8","","Digital Journalism","Transnational News Sharing on Social Media","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RYT845TS","journalArticle","2017","Coe, Kevin; Bruce, Robert J.; Ratcliff, Chelsea L.","Presidential Communication About Marginalized Groups: Applying a New Analytic Framework in the Context of the LGBT Community: Presidential Communication and Marginalized Groups","Journal of Communication","","00219916","10.1111/jcom.12335","https://academic.oup.com/joc/article/67/6/851-873/4753853","","2017-12","2022-07-04 14:49:38","2022-07-04 14:49:38","2022-07-04 14:48:55","851-873","","6","67","","J Commun","Presidential Communication About Marginalized Groups","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SF63F8AY","journalArticle","2019","Liu, Jiaying; Siegel, Leeann; Gibson, Laura A; Kim, Yoonsang; Binns, Steven; Emery, Sherry; Hornik, Robert C","Toward an Aggregate, Implicit, and Dynamic Model of Norm Formation: Capturing Large-Scale Media Representations of Dynamic Descriptive Norms Through Automated and Crowdsourced Content Analysis","Journal of Communication","","0021-9916, 1460-2466","10.1093/joc/jqz033","https://academic.oup.com/joc/article/69/6/563/5671615","Abstract             Media content can shape people’s descriptive norm perceptions by presenting either population-level prevalence information or descriptions of individuals’ behaviors. Supervised machine learning and crowdsourcing can be combined to answer new, theoretical questions about the ways in which normative perceptions form and evolve through repeated, incidental exposure to normative mentions emanating from the media environment. Applying these methods, this study describes tobacco and e-cigarette norm prevalence and trends over 37 months through an examination of a census of 135,764 long-form media texts, 12,262 popular YouTube videos, and 75,322,911 tweets. Long-form texts mentioned tobacco population norms (4–5%) proportionately less often than e-cigarette population norms (20%). Individual use norms were common across sources, particularly YouTube (tobacco long-form: 34%; Twitter: 33%; YouTube: 88%; e-cigarette long form: 17%; Twitter: 16%; YouTube: 96%). The capacity to capture aggregated prevalence and temporal dynamics of normative media content permits asking population-level media effects questions that would otherwise be infeasible to address.","2019-12-31","2022-07-04 14:49:39","2022-07-04 14:49:39","2022-07-04 14:48:55","563-588","","6","69","","","Toward an Aggregate, Implicit, and Dynamic Model of Norm Formation","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HTF2FLE5","journalArticle","2019","Russell, Frank Michael","Twitter and News Gatekeeping: Interactivity, reciprocity, and promotion in news organizations’ tweets","Digital Journalism","","2167-0811, 2167-082X","10.1080/21670811.2017.1399805","https://www.tandfonline.com/doi/full/10.1080/21670811.2017.1399805","","2019-01-02","2022-07-04 14:49:40","2022-07-04 14:49:40","2022-07-04 14:48:55","80-99","","1","7","","Digital Journalism","Twitter and News Gatekeeping","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4N9A8L2X","journalArticle","2020","Pan, Jennifer; Siegel, Alexandra A.","How Saudi Crackdowns Fail to Silence Online Dissent","American Political Science Review","","0003-0554, 1537-5943","10.1017/S0003055419000650","https://www.cambridge.org/core/product/identifier/S0003055419000650/type/journal_article","Saudi Arabia has imprisoned and tortured activists, religious leaders, and journalists for voicing dissent online. This reflects a growing worldwide trend in the use of physical repression to censor online speech. In this paper, we systematically examine the consequences of imprisoning well-known Saudis for online dissent by analyzing over 300 million tweets as well as detailed Google search data from 2010 to 2017 using automated text analysis and crowd-sourced human evaluation of content. We find that repression deterred imprisoned Saudis from continuing to dissent online. However, it did not suppress dissent overall. Twitter followers of the imprisoned Saudis engaged in more online dissent, including criticizing the ruling family and calling for regime change. Repression drew public attention to arrested Saudis and their causes, and other prominent figures in Saudi Arabia were not deterred by the repression of their peers and continued to dissent online.","2020-02","2022-07-04 14:49:40","2022-07-04 14:49:40","2022-07-04 14:48:55","109-125","","1","114","","Am Polit Sci Rev","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6DWEW8Z","journalArticle","2020","Baden, Christian; Kligler-Vilenchik, Neta; Yarchi, Moran","Hybrid Content Analysis: Toward a Strategy for the Theory-driven, Computer-assisted Classification of Large Text Corpora","Communication Methods and Measures","","1931-2458, 1931-2466","10.1080/19312458.2020.1803247","https://www.tandfonline.com/doi/full/10.1080/19312458.2020.1803247","","2020-07-02","2022-07-04 14:49:41","2022-07-04 14:49:41","2022-07-04 14:48:55","165-183","","3","14","","Communication Methods and Measures","Hybrid Content Analysis","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49XZKICF","journalArticle","2019","Jaidka, Kokil; Zhou, Alvin; Lelkes, Yphtach","Brevity is the Soul of Twitter: The Constraint Affordance and Political Discussion","Journal of Communication","","0021-9916, 1460-2466","10.1093/joc/jqz023","https://academic.oup.com/joc/article/69/4/345/5547032","Abstract             Many hoped that social networking sites would allow for the open exchange of information and a revival of the public sphere. Unfortunately, conversations on social media are often toxic and not conducive to healthy political discussions. Twitter, the most widely used social network for political discussions, doubled the limit of characters in a tweet in November 2017, which provided an opportunity to study the effect of technological affordances on political discussions using a discontinuous time series design. Using supervised and unsupervised natural language processing methods, we analyzed 358,242 tweet replies to U.S. politicians from January 2017 to March 2018. We show that doubling the permissible length of a tweet led to less uncivil, more polite, and more constructive discussions online. However, the declining trend in the empathy and respectfulness of these tweets raises concerns about the implications of the changing norms for the quality of political deliberation.","2019-08-01","2022-07-04 14:49:41","2022-07-04 14:49:41","2022-07-04 14:48:55","345-372","","4","69","","","Brevity is the Soul of Twitter","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSE7W28E","journalArticle","2015","Kleinnijenhuis, Jan; Schultz, Friederike; Oegema, Dirk","Frame Complexity and the Financial Crisis: A Comparison of the United States, the United Kingdom, and Germany in the Period 2007-2012: Frame Complexity and the Financial Crisis","Journal of Communication","","00219916","10.1111/jcom.12141","https://academic.oup.com/joc/article/65/1/1-23/4082298","","2015-02","2022-07-04 14:49:42","2022-07-04 14:49:42","2022-07-04 14:48:55","1-23","","1","65","","J Commun","Frame Complexity and the Financial Crisis","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
